1E,Azure Lightning Lv 1,,Imbue attacks with lightning.
1F,Azure Lightning Lv 2,,Imbue attacks with powerful lightning.
20,Azure Lightning Lv 3,,Imbue attacks with devastating lightning.
21,Demolisher Lv 1,,Hold the button when performing strong attacks to trigger blasts on impact that deal minor damage to enemies.
22,Demolisher Lv 2,,Hold the button when performing strong attacks to trigger blasts on impact that deal moderate damage to enemies.
23,Demolisher Lv 3,,Hold the button when performing strong attacks to trigger blasts on impact that deal major damage to enemies.
24,Intense Velocity Lv 1,,Dodge in the middle of an attack to increase speed by one tier for a period of time. Will reach maximum speed after 7 dodges.
25,Intense Velocity Lv 2,,Dodge in the middle of an attack to increase speed by one tier for a period of time. Will reach maximum speed after 5 dodges.
26,Intense Velocity Lv 3,,Dodge in the middle of an attack to increase speed by one tier for a period of time. Will reach maximum speed after 3 dodges.
27,Radiant Love Lv 1,,"Attacking very slightly fills the Unique Ability Gauge and gradually restores HP. When the gauge is full, press ZR to damage enemies and heal allies."
28,Radiant Love Lv 2,,"Attacking slightly fills the Unique Ability Gauge and gradually restores HP. When the gauge is full, press ZR to damage enemies and heal allies."
29,Radiant Love Lv 3,,"Attacking moderately fills the Unique Ability Gauge and gradually restores HP. When the gauge is full, press ZR to damage enemies and heal allies."
2A,Wind Stance Lv 1,,"While holding ZR, use L-Pad to create and place a zone of wind. Has a long cooldown time."
2B,Wind Stance Lv 2,,"While holding ZR, use L-Pad to create and place a zone of wind. Has a moderate cooldown time."
2C,Wind Stance Lv 3,,"While holding ZR, use L-Pad to create and place a zone of wind. Has a short cooldown time."
2D,Courageous Aria Lv 1,,"Attacking very slightly fills the Unique Ability Gauge. When it is full, press ZR to temporarily strengthen yourself and surrounding allies."
2E,Courageous Aria Lv 2,,"Attacking slightly fills the Unique Ability Gauge. When it is full, press ZR to temporarily strengthen yourself and surrounding allies."
2F,Courageous Aria Lv 3,,"Attacking moderately fills the Unique Ability Gauge. When it is full, press ZR to temporarily strengthen yourself and surrounding allies."
30,Gordian Stroke Lv 1,,At 300 hits and above: increase attack range and damage dealt proportional to the hit count.
31,Gordian Stroke Lv 2,,At 200 hits and above: increase attack range and damage dealt proportional to the hit count.
32,Gordian Stroke Lv 3,,At 150 hits and above: increase attack range and damage dealt proportional to the hit count.
33,Icy Plunge Lv 1,,Enemies sent flying explode and deal ice damage to a narrow area.
34,Icy Plunge Lv 2,,Enemies sent flying explode and deal ice damage to a moderate area.
35,Icy Plunge Lv 3,,Enemies sent flying explode and deal ice damage to a wide area.
36,Dustcloud Lv 1,,Imbue attacks with wind.
37,Dustcloud Lv 2,,Imbue attacks with powerful wind.
38,Dustcloud Lv 3,,Imbue attacks with devastating wind.
39,Rondo of Roses Lv 1,,"Attacking fills the Unique Ability Gauge, while nullifying an enemy attack decreases it. When the gauge is full, press ZR to draw in foes a short distance away."
3A,Rondo of Roses Lv 2,,"Attacking fills the Unique Ability Gauge, while nullifying an enemy attack decreases it. When the gauge is full, press ZR to draw in foes a moderate distance away."
3B,Rondo of Roses Lv 3,,"Attacking fills the Unique Ability Gauge, while nullifying an enemy attack decreases it. When the gauge is full, press ZR to draw in foes a long distance away."
3C,Lightning Bound,,"Hold the button during strong attacks to slightly increase damage and add lightning. While charging, enemies a short distance away will be drawn in."
3D,Lightning Bound Lv 2,,"Hold the button during strong attacks to moderately increase damage and add lightning. While charging, enemies a moderate distance away will be drawn in."
3E,Lightning Bound Lv 3,,"Hold the button during strong attacks to greatly increase damage and add lightning. While charging, enemies a long distance away will be drawn in."
3F,Pure Brawn Lv 1,,Charge to power up attacks for a set period. Attacks will strengthen up to 2 tiers based on the number of charges.
40,Pure Brawn Lv 2,,Charge to power up attacks for a set period. Attacks will strengthen up to 3 tiers based on the number of charges.
41,Pure Brawn Lv 3,,Charge to power up attacks for a set period. Attacks will strengthen up to 4 tiers based on the number of charges.
42,Cursed Expulsion Lv 1,,Enemies sent flying explode and deal dark damage to a narrow area. Press ZR to draw in Spellbound enemies. Can be used again after a cooldown.
43,Cursed Expulsion Lv 2,,Enemies sent flying explode and deal dark damage to a moderate area. Press ZR to draw in Spellbound enemies. Can be used again after a cooldown.
44,Cursed Expulsion Lv 3,,Enemies sent flying explode and deal dark damage to a wide area. Press ZR to draw in Spellbound enemies. Can be used again after a cooldown.
45,Dreamer's Paintbrush Lv 1,,Send enemies flying to spatter the ground with a small amount of paint. Enemies that step in the paint incur elemental damage matching its color.
46,Dreamer's Paintbrush Lv 2,,Send enemies flying to spatter the ground with a moderate amount of paint. Enemies that step in the paint incur elemental damage matching its color.
47,Dreamer's Paintbrush Lv 3,,Send enemies flying to spatter the ground with a large amount of paint. Enemies that step in the paint incur elemental damage matching its color.
48,Snowslip Lv 1,,At 300 hits and above: spawn falling ice orbs that deal ice damage to foes at intervals proportional to hit count.
49,Snowslip Lv 2,,At 200 hits and above: spawn falling ice orbs that deal ice damage to foes at intervals proportional to hit count.
4A,Snowslip Lv 3,,At 150 hits and above: spawn falling ice orbs that deal ice damage to foes at intervals proportional to hit count.
4B,Careful Study Lv 1,,"Allows the unit to string together 2 times the normal number of regular attacks. Based on the number of consecutive hits, speed will increase, and final regular or strong attacks will strengthen."
4C,Careful Study Lv 2,,"Allows the unit to string together 3 times the normal number of regular attacks. Based on the number of consecutive hits, speed will increase, and final regular or strong attacks will strengthen."
4D,Careful Study Lv 3,,"Allows the unit to string together 4 times the normal number of regular attacks. Based on the number of consecutive hits, speed will increase, and final regular or strong attacks will strengthen."
4E,Deceit Lv 1,,Press ZR to create an orb of wind that draws in enemies and then explodes. Has a long cooldown time.
4F,Deceit Lv 2,,Press ZR to create an orb of wind that draws in enemies and explodes. Has a moderate cooldown time.
50,Deceit Lv 3,,Press ZR to create an orb of wind that draws in enemies and explodes. Has a short cooldown time.
51,Personality Shift Lv 1,,"Generate a small number of orbs with each attack. The orbs will be light or dark depending on the stage, up to a total of 6. Press ZR to launch the orbs."
52,Personality Shift Lv 2,,"Generate several orbs with each attack. The orbs will be light or dark depending on the stage, up to a total of 10. Press ZR to launch the orbs."
53,Personality Shift Lv 3,,"Generate many orbs with each attack. The orbs will be light or dark depending on the stage, up to a total of 13. Press ZR to launch the orbs."
54,Golden Fists Lv 1,,At 300 hits and above: power up attacks proportional to the hit count. Sending enemies flying grants a very small amount of gold.
55,Golden Fists Lv 2,,At 200 hits and above: power up attacks proportional to the hit count. Sending enemies flying grants a small amount of gold.
56,Golden Fists Lv 3,,At 150 hits and above: power up attacks proportional to the hit count. Sending enemies flying grants a fair amount of gold.
57,Nether Sigh Lv 1,,Strong attacks and the unit's final regular attack generate small zones in front of the unit that deal dark damage. Press ZR to detonate the zones and cause a small explosion.
58,Nether Sigh Lv 2,,Strong attacks and the unit's final regular attack generate mid-sized zones in front of the unit that deal dark damage. Press ZR to detonate the zones and cause a moderate explosion.
59,Nether Sigh Lv 3,,Strong attacks and the unit's final regular attack generate large zones in front of the unit that deal dark damage. Press ZR to detonate the zones and cause a large explosion.
5A,Thunderous Refrain Lv 1,,"Attacking generates lightning-imbued musical staves and fills the Unique Ability Gauge. When the gauge is full, press ZR to deal a small amount of damage around the staves."
5B,Thunderous Refrain Lv 2,,"Attacking generates lightning-imbued musical staves and fills the Unique Ability Gauge. When the gauge is full, press ZR to deal a moderate amount of damage around the staves."
5C,Thunderous Refrain Lv 3,,"Attacking generates lightning-imbued musical staves and fills the Unique Ability Gauge. When the gauge is full, press ZR to deal a large amount of damage around the staves."
5D,Windswept Lv 1,,Imbue non-regular attacks with wind. Press ZR to rend Windtorn enemies with air blades. Has a long cooldown time.
5E,Windswept Lv 2,,Imbue non-regular attacks with wind. Press ZR to rend Windtorn enemies with air blades. Has a moderate cooldown time.
5F,Windswept Lv 3,,Imbue non-regular attacks with wind. Press ZR to rend Windtorn enemies with air blades. Has a short cooldown time.
60,Luminous Prayer Lv 1,,Gain a chance to spawn an orb of light around the unit when performing regular attacks. Press ZR to fire a beam of light toward all orbs.
61,Luminous Prayer Lv 2,,Gain a chance to spawn 2 orbs of light around the unit when performing regular attacks. Press ZR to fire a beam of light toward all orbs.
62,Luminous Prayer Lv 3,,Gain a chance to spawn 3 orbs of light around the unit when performing regular attacks. Press ZR to fire a beam of light toward all orbs.
63,Twofold Ruin Lv 1,,Press ZR to make attacks hit twice for a period of time and deal a small amount of additional damage. This skill can be reused periodically.
64,Twofold Ruin Lv 2,,Press ZR to make attacks hit twice for a period of time and deal a moderate amount of additional damage. This skill can be reused periodically.
65,Twofold Ruin Lv 3,,Press ZR to make attacks hit twice for a period of time and deal a large amount of additional damage. This skill can be reused periodically.
66,Cold Calculation Lv 1,,Strike with the right timing to slightly increase critical hit rate and imbue attacks with ice.
67,Cold Calculation Lv 2,,Strike with the right timing to moderately increase critical hit rate and imbue attacks with ice.
68,Cold Calculation Lv 3,,Strike with the right timing to greatly increase critical hit rate and imbue attacks with ice.
69,Blade Breaker Lv 1,,"Hold the button when performing strong attacks to slightly increase damage, guard break, and explode enemies sent flying."
6A,Blade Breaker Lv 2,,"Hold the button when performing strong attacks to increase damage up to two tiers proportional to the charge, guard break, and explode enemies sent flying."
6B,Blade Breaker Lv 3,,"Hold the button when performing strong attacks to increase damage up to three tiers proportional to the charge, guard break, and explode enemies sent flying."
6C,Purifying Rain Lv 1,,"Attacking slightly fills the Unique Ability Gauge. When it is full, press ZR to rain fire down on enemies."
6D,Purifying Rain Lv 2,,"Attacking moderately fills the Unique Ability Gauge. When it is full, press ZR to rain fire down on enemies."
6E,Purifying Rain Lv 3,,"Attacking greatly fills the Unique Ability Gauge. When it is full, press ZR to rain fire down on enemies."
6F,Quietus Lv 1,,"Attacking very slightly fills the Unique Ability Gauge and increases damage dealt to enemies. When the gauge is full, press ZR to attack, instantly defeating non-commander enemies."
70,Quietus Lv 2,,"Attacking slightly fills the Unique Ability Gauge and increases damage dealt to enemies. When the gauge is full, press ZR to attack, instantly defeating non-commander enemies."
71,Quietus Lv 3,,"Attacking moderately fills the Unique Ability Gauge and increases damage dealt to enemies. When the gauge is full, press ZR to attack, instantly defeating non-commander enemies."
72,Martial Prowess Lv 1,,"Strike with the right timing to slightly increase damage, attack range, and knockback rate."
73,Martial Prowess Lv 2,,"Strike with the right timing to moderately increase damage, attack range, and knockback rate."
74,Martial Prowess Lv 3,,"Strike with the right timing to greatly increase damage, attack range, and knockback rate."
75,Wicked Impulse Lv 1,,Strike with the right timing to generate a small shockwave imbued with an element corresponding to the attack.
76,Wicked Impulse Lv 2,,Strike with the right timing to generate a moderate shockwave imbued with an element corresponding to the attack.
77,Wicked Impulse Lv 3,,Strike with the right timing to generate a large shockwave imbued with an element corresponding to the attack.
78,Galvanic Surge Lv 1,,"Attacking slightly fills the Unique Ability Gauge. When it is full, press ZR to temporarily increase speed and imbue attacks with lightning."
79,Galvanic Surge Lv 2,,"Attacking moderately fills the Unique Ability Gauge. When it is full, press ZR to temporarily increase speed and imbue attacks with lightning."
7A,Galvanic Surge Lv 3,,"Attacking greatly fills the Unique Ability Gauge. When it is full, press ZR to temporarily increase speed and imbue attacks with lightning."
7B,Divine Caprice Lv 1,,"Every 300 hits, create a magic sigil imbued with an element that will attack automatically. Max 3 sigils."
7C,Divine Caprice Lv 2,,"Every 300 hits, create a powerful magic sigil imbued with an element that will attack automatically. Max 3 sigils."
7D,Divine Caprice Lv 3,,"Every 300 hits, create a devastatingly powerful magic sigil imbued with an element that will attack automatically. Max 3 sigils."
7E,Duality Lv 1,,Imbue attacks with either light or dark. Press ZR to switch between the two and trigger an additional attack.
7F,Duality Lv 2,,Imbue attacks with either light or dark. Press ZR to switch between the two and trigger an additional powerful attack.
80,Duality Lv 3,,Imbue attacks with either light or dark. Press ZR to switch between the two and trigger an additional devastating attack.
81,Camaraderie Lv 1,,At 600 hits and above: a strong attack or final regular attack summons fellow gatekeepers to perform a follow-up attack.
82,Camaraderie Lv 2,,At 450 hits and above: a strong attack or final regular attack summons fellow gatekeepers to perform a follow-up attack.
83,Camaraderie Lv 3,,At 300 hits and above: a strong attack or final regular attack summons fellow gatekeepers to perform a follow-up attack.
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
8A,,,
8B,,,
8C,,,
8D,,,
8E,,,
8F,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,Mortal Coil Lv 1,,When HP is at 90% or above: increases the Warrior Gauge fill rate.
97,Mortal Coil Lv 2,,When HP is at 75% or above: increases the Warrior Gauge fill rate.
98,Mortal Coil Lv 3,,When HP is at 60% or above: increases the Warrior Gauge fill rate.
99,Ashen Demon Lv 1,,Slightly increases damage while Awakened.
9A,Ashen Demon Lv 2,,Moderately increases damage while Awakened.
9B,Ashen Demon Lv 3,,Greatly increases damage while Awakened.
9C,Emperor's Prestige Lv 1,,Causes enemies that are guarding to nonetheless sustain 50% of calculated damage.
9D,Emperor's Prestige Lv 2,,Causes enemies that are guarding to nonetheless sustain 65% of calculated damage.
9E,Emperor's Prestige Lv 3,,Causes enemies that are guarding to nonetheless sustain 80% of calculated damage.
9F,Perception Lv 1,,Keeps the Stun Gauge visible slightly longer.
A0,Perception Lv 2,,Keeps the Stun Gauge visible a while longer.
A1,Perception Lv 3,,Keeps the Stun Gauge visible much longer.
A2,Songstress Lv 1,,Slightly restores surrounding allies' HP and Awakening Gauges when the unit completes a Warrior Special.
A3,Songstress Lv 2,,Moderately restores surrounding allies' HP and Awakening Gauges when the unit completes a Warrior Special.
A4,Songstress Lv 3,,Greatly restores surrounding allies' HP and Awakening Gauges when the unit completes a Warrior Special.
A5,Name Drop Lv 1,,Slightly restores the Awakening Gauge with each enemy commander defeated.
A6,Name Drop Lv 2,,Moderately restores the Awakening Gauge with each enemy commander defeated.
A7,Name Drop Lv 3,,Greatly restores the Awakening Gauge with each enemy commander defeated.
A8,Persecution Complex Lv 1,,When hit by enemy attacks: grants a very low chance of temporarily increasing damage dealt to foes.
A9,Persecution Complex Lv 2,,When hit by enemy attacks: grants a low chance of temporarily increasing damage dealt to foes.
AA,Persecution Complex Lv 3,,When hit by enemy attacks: grants a moderate chance of temporarily increasing damage dealt to foes.
AB,Fists of Justice Lv 1,,Slightly increases damage to enemy Stun Gauges.
AC,Fists of Justice Lv 2,,Moderately increases damage to enemy Stun Gauges.
AD,Fists of Justice Lv 3,,Greatly increases damage to enemy Stun Gauges.
AE,Hunter's Boon Lv 1,,Slightly restores the Awakening Gauge with each critical hit.
AF,Hunter's Boon Lv 2,,Moderately restores the Awakening Gauge with each critical hit.
B0,Hunter's Boon Lv 3,,Greatly restores the Awakening Gauge with each critical hit.
B1,Catnap Lv 1,,Slightly increases how much HP the unit automatically recovers while inside an allied stronghold.
B2,Catnap Lv 2,,Moderately increases how much HP the unit automatically recovers while inside an allied stronghold.
B3,Catnap Lv 3,,Greatly increases how much HP the unit automatically recovers while inside an allied stronghold.
B4,King's Might Lv 1,,Slightly increases damage to enemy HP and Stun Gauges when sending them flying.
B5,King's Might Lv 2,,Moderately increases damage to enemy HP and Stun Gauges when sending them flying.
B6,King's Might Lv 3,,Greatly increases damage to enemy HP and Stun Gauges when sending them flying.
B7,Staunch Shield Lv 1,,Taking hits while guarding slightly restores the Warrior Gauge. Perfect Guards restore the gauge even more.
B8,Staunch Shield Lv 2,,Taking hits while guarding moderately restores the Warrior Gauge. Perfect Guards restore the gauge even more.
B9,Staunch Shield Lv 3,,Taking hits while guarding greatly restores the Warrior Gauge. Perfect Guards restore the gauge even more.
BA,Lone Wolf Lv 1,,When no battalion is deployed or if battalion endurance is depleted: slightly increases damage dealt to enemies.
BB,Lone Wolf Lv 2,,When no battalion is deployed or if battalion endurance is depleted: moderately increases damage dealt to enemies.
BC,Lone Wolf Lv 3,,When no battalion is deployed or if battalion endurance is depleted: greatly increases damage dealt to enemies.
BD,Live to Serve Lv 1,,"When magic is used to restore an ally's HP, allows the caster to also recover half the amount of the restored HP."
BE,Live to Serve Lv 2,,"When magic is used to restore an ally's HP, allows the caster to also recover three-quarters the amount of the restored HP."
BF,Live to Serve Lv 3,,"When magic is used to restore an ally's HP, allows the caster to also recover an equal amount to the restored HP."
C0,Lockpick Lv 1,,Allows the unit to open chests without a key and unlock special gates. Also grants a very low chance of increasing items dropped by fallen enemy commanders.
C1,Lockpick Lv 2,,Allows the unit to open chests without a key and unlock special gates. Also grants a low chance of increasing items dropped by fallen enemy commanders.
C2,Lockpick Lv 3,,Allows the unit to open chests without a key and unlock special gates. Also grants a moderate chance of increasing items dropped by fallen enemy commanders.
C3,Overachiever Lv 1,,Defeating 30 or more enemies with a single Warrior Special grants a small increase in damage dealt to enemies for a period of time.
C4,Overachiever Lv 2,,Defeating 30 or more enemies with a single Warrior Special grants a moderate increase in damage dealt to enemies for a period of time.
C5,Overachiever Lv 3,,Defeating 30 or more enemies with a single Warrior Special grants a large increase in damage dealt to enemies for a period of time.
C6,Adept Flirt Lv 1,,When an ally of the opposite sex is nearby or is the unit's adjutant: slightly increases the Awakening Gauge fill rate.
C7,Adept Flirt Lv 2,,When an ally of the opposite sex is nearby or is the unit's adjutant: moderately increases the Awakening Gauge fill rate.
C8,Adept Flirt Lv 3,,When an ally of the opposite sex is nearby or is the unit's adjutant: greatly increases the Awakening Gauge fill rate.
C9,Heavensent Lv 1,,Slightly increases the Warrior Gauge fill rate when attacking enemies launched into the air.
CA,Heavensent Lv 2,,Moderately increases the Warrior Gauge fill rate when attacking enemies launched into the air.
CB,Heavensent Lv 3,,Greatly increases the Warrior Gauge fill rate when attacking enemies launched into the air.
CC,Leader's Acumen Lv 1,,Slightly increases the Awakening Gauge fill rate when attacking enemies launched into the air.
CD,Leader's Acumen Lv 2,,Moderately increases the Awakening Gauge fill rate when attacking enemies launched into the air.
CE,Leader's Acumen Lv 3,,Greatly increases the Awakening Gauge fill rate when attacking enemies launched into the air.
CF,Distinguished House Lv 1,,When a battalion is deployed: slightly increases the Awakening Gauge fill rate.
D0,Distinguished House Lv 2,,When a battalion is deployed: moderately increases the Awakening Gauge fill rate.
D1,Distinguished House Lv 3,,When a battalion is deployed: greatly increases the Awakening Gauge fill rate.
D2,Advocate Lv 1,,When the unit's adjutant is a member of the opposite sex: slightly increases Adjutant Gauge fill rates and slightly increases damage dealt by Adjutant Follow-Ups.
D3,Advocate Lv 2,,When the unit's adjutant is a member of the opposite sex: moderately increases Adjutant Gauge fill rates and moderately increases damage dealt by Adjutant Follow-Ups.
D4,Advocate Lv 3,,When the unit's adjutant is a member of the opposite sex: greatly increases Adjutant Gauge fill rates and greatly increases damage dealt by Adjutant Follow-Ups.
D5,Goody Basket Lv 1,,Slightly increases damage dealt to foes for a period of time after collecting recovery items.
D6,Goody Basket Lv 2,,Moderately increases damage dealt to foes for a period of time after collecting recovery items.
D7,Goody Basket Lv 3,,Greatly increases damage dealt to foes for a period of time after collecting recovery items.
D8,Unsought Power Lv 1,,Slightly restores the Awakening and Warrior Gauges when activating Crests.
D9,Unsought Power Lv 2,,Moderately restores the Awakening and Warrior Gauges when activating Crests.
DA,Unsought Power Lv 3,,Greatly restores the Awakening and Warrior Gauges when activating Crests.
DB,Watchful Eye Lv 1,,Slightly increases the critical hit rate of strong attacks.
DC,Watchful Eye Lv 2,,Moderately increases the critical hit rate of strong attacks.
DD,Watchful Eye Lv 3,,Greatly increases the critical hit rate of strong attacks.
DE,Animal Friend Lv 1,,"When the unit, their adjutant, or a surrounding ally is mounted: slightly restores HP at regular intervals."
DF,Animal Friend Lv 2,,"When the unit, their adjutant, or a surrounding ally is mounted: moderately restores HP at regular intervals."
E0,Animal Friend Lv 3,,"When the unit, their adjutant, or a surrounding ally is mounted: greatly restores HP at regular intervals."
E1,Rivalry Lv 1,,When an ally of the opposite sex is nearby or is the unit's adjutant: slightly increases the Warrior Gauge fill rate.
E2,Rivalry Lv 2,,When an ally of the opposite sex is nearby or is the unit's adjutant: moderately increases the Warrior Gauge fill rate.
E3,Rivalry Lv 3,,When an ally of the opposite sex is nearby or is the unit's adjutant: greatly increases the Warrior Gauge fill rate.
E4,Schemer Lv 1,,Slightly restores the Awakening Gauge with each successful Perfect Dodge.
E5,Schemer Lv 2,,Moderately restores the Awakening Gauge with each successful Perfect Dodge.
E6,Schemer Lv 3,,Greatly restores the Awakening Gauge with each successful Perfect Dodge.
E7,Emergent Magic Lv 1,,Grants a very low chance when using elemental magic to instead cast a more powerful version of that magic.
E8,Emergent Magic Lv 2,,Grants a low chance when using elemental magic to instead cast a more powerful version of that magic.
E9,Emergent Magic Lv 3,,Grants a moderate chance when using elemental magic to instead cast a more powerful version of that magic.
EA,King of Grappling Lv 1,,When HP is at 25% or below: greatly increases critical hit rate.
EB,King of Grappling Lv 2,,When HP is at 35% or below: greatly increases critical hit rate.
EC,King of Grappling Lv 3,,When HP is at 50% or below: greatly increases critical hit rate.
ED,Monstrous Appeal Lv 1,,Deals a very small amount of damage to one of a monster's barriers even when the unit does not attack with the correct elemental weakness.
EE,Monstrous Appeal Lv 2,,Deals a small amount of damage to one of a monster's barriers even when the unit does not attack with the correct elemental weakness.
EF,Monstrous Appeal Lv 3,,Deals a moderate amount of damage to one of a monster's barriers even when the unit does not attack with the correct elemental weakness.
F0,Infirmary Master Lv 1,,"When using a vulnerary, concoction, or elixir, surrounding allies also receive 50% of the medicine's benefits."
F1,Infirmary Master Lv 2,,"When using a vulnerary, concoction, or elixir, surrounding allies also receive 75% of the medicine's benefits."
F2,Infirmary Master Lv 3,,"When using a vulnerary, concoction, or elixir, surrounding allies also receive the medicine's full benefits."
F3,Guardian Lv 1,,"When the unit collects a recovery item, surrounding allies also receive 50% of the item's benefits."
F4,Guardian Lv 2,,"When the unit collects a recovery item, surrounding allies also receive 75% of the item's benefits."
F5,Guardian Lv 3,,"When the unit collects a recovery item, surrounding allies also receive the item's full benefits."
F6,Lily's Poise Lv 1,,"When the unit recovers HP, their adjutant also recovers half the amount of the restored HP."
F7,Lily's Poise Lv 2,,"When the unit recovers HP, their adjutant also recovers three-quarters the amount of the restored HP."
F8,Lily's Poise Lv 3,,"When the unit recovers HP, their adjutant also recovers an equal amount to the restored HP."
F9,Fighting Spirit Lv 1,,When no battalion is deployed or if battalion endurance is depleted: slightly reduces damage from enemies.
FA,Fighting Spirit Lv 2,,When no battalion is deployed or if battalion endurance is depleted: moderately reduces damage from enemies.
FB,Fighting Spirit Lv 3,,When no battalion is deployed or if battalion endurance is depleted: greatly reduces damage from enemies.
FC,Survival Instinct Lv 1,,Slightly restores the Warrior Gauge when an enemy commander is defeated.
FD,Survival Instinct Lv 2,,Moderately restores the Warrior Gauge when an enemy commander is defeated.
FE,Survival Instinct Lv 3,,Greatly restores the Warrior Gauge when an enemy commander is defeated.
FF,Captain's Grit Lv 1,,When a battalion is deployed: slightly reduces knockback from enemies the battalion is effective against.
100,Captain's Grit Lv 2,,When a battalion is deployed: moderately reduces knockback from enemies the battalion is effective against.
101,Captain's Grit Lv 3,,When a battalion is deployed: completely prevents knockback from enemies the battalion is effective against.
102,Power of the Saints Lv 1,,Restores the Awakening Gauge a very small amount at a time.
103,Power of the Saints Lv 2,,Restores the Awakening Gauge a small amount at a time.
104,Power of the Saints Lv 3,,Restores the Awakening Gauge a moderate amount at a time.
105,Murderous Intent Lv 1,,Greatly increases critical hit rate when attacking enemies with full HP.
106,Murderous Intent Lv 2,,Greatly increases critical hit rate when attacking enemies with 90% or more of their HP.
107,Murderous Intent Lv 3,,Greatly increases critical hit rate when attacking enemies with 80% or more of their HP.
108,Right-Hand Man Lv 1,,"When HP is at 25% or below: nullifies critical hits and status effects, and prevents knockback while attacking."
109,Right-Hand Man Lv 2,,"When HP is at 35% or below: nullifies critical hits and status effects, and prevents knockback while attacking."
10A,Right-Hand Man Lv 3,,"When HP is at 50% or below: nullifies critical hits and status effects, and prevents knockback while attacking."
10B,Shrewd Operator Lv 1,,Slightly increases the damage dealt to enemies afflicted with a status effect.
10C,Shrewd Operator Lv 2,,Moderately increases the damage dealt to enemies afflicted with a status effect.
10D,Shrewd Operator Lv 3,,Greatly increases the damage dealt to enemies afflicted with a status effect.
10E,Natural Warrior Lv 1,,When HP is at 50% or below: increases damage to enemy Stun Gauges.
10F,Natural Warrior Lv 2,,When HP is at 50% or below: greatly increases damage dealt to enemy Stun Gauges.
110,Natural Warrior Lv 3,,When HP is at 50% or below: massively increases damage dealt to enemy Stun Gauges.
